TE_name	ClassI_LTR_Copia	ClassI_LTR_Gypsy
ClassI_LTR_Gypsy_597	0.00027425325	0.99972576
ClassI_LTR_Gypsy_598	1.07391215e-05	0.9999893
ClassI_LTR_Gypsy_599	0.0014348959	0.99856514
ClassI_LTR_Gypsy_600	1.8631645e-11	1.0
ClassI_LTR_Gypsy_601	4.1094932e-05	0.9999589
ClassI_LTR_Gypsy_602	2.7502298e-07	0.99999976
ClassI_LTR_Gypsy_603	8.979977e-06	0.99999106
ClassI_LTR_Gypsy_604	2.1387869e-11	1.0
ClassI_LTR_Gypsy_606	0.0014224375	0.9985776
ClassI_LTR_Gypsy_607	1.6972633e-10	1.0
ClassI_LTR_Gypsy_608	0.0021542327	0.99784577
ClassI_LTR_Gypsy_609	1.7641098e-07	0.9999999
ClassI_LTR_Gypsy_610	6.1728497e-07	0.9999994
ClassI_LTR_Gypsy_611	8.014416e-07	0.99999917
ClassI_LTR_Gypsy_612	1.2917758e-07	0.9999999
ClassI_LTR_Gypsy_613	3.1482152e-05	0.9999685
ClassI_LTR_Gypsy_614	0.00037347077	0.9996265
ClassI_LTR_Gypsy_615	9.098934e-10	1.0
ClassI_LTR_Gypsy_616	6.799465e-07	0.9999993
ClassI_LTR_Gypsy_617	1.1808503e-08	1.0
ClassI_LTR_Gypsy_618	1.2577974e-12	1.0
ClassI_LTR_Gypsy_619	4.713867e-11	1.0
ClassI_LTR_Gypsy_620	7.466139e-11	1.0
ClassI_LTR_Gypsy_621	2.983083e-07	0.99999964
ClassI_LTR_Gypsy_622	1.0249399e-05	0.99998975
ClassI_LTR_Gypsy_623	0.0009950048	0.999005
ClassI_LTR_Gypsy_624	5.177572e-06	0.9999949
ClassI_LTR_Gypsy_625	7.6876294e-10	1.0
ClassI_LTR_Gypsy_626	1.8864684e-07	0.99999976
ClassI_LTR_Gypsy_627	8.045318e-08	0.9999999
ClassI_LTR_Gypsy_629	0.0010120218	0.998988
ClassI_LTR_Gypsy_630	1.3705838e-08	1.0
ClassI_LTR_Gypsy_631	0.0011448191	0.99885523
ClassI_LTR_Gypsy_633	2.6224278e-10	1.0
ClassI_LTR_Gypsy_635	0.0019243374	0.9980756
ClassI_LTR_Gypsy_636	1.9080359e-11	1.0
ClassI_LTR_Gypsy_637	2.2833697e-09	1.0
ClassI_LTR_Gypsy_638	0.002464417	0.9975356
ClassI_LTR_Gypsy_639	4.4914177e-08	1.0
ClassI_LTR_Gypsy_641	8.1582995e-14	1.0
ClassI_LTR_Gypsy_642	1.0419277e-08	1.0
ClassI_LTR_Gypsy_643	2.2187057e-06	0.99999774
ClassI_LTR_Gypsy_644	1.2536546e-05	0.9999875
ClassI_LTR_Gypsy_646	3.1056074e-11	1.0
ClassI_LTR_Gypsy_647	8.053086e-08	0.9999999
ClassI_LTR_Gypsy_648	5.4089258e-09	1.0
ClassI_LTR_Gypsy_649	0.006949236	0.9930508
ClassI_LTR_Gypsy_650	0.015453778	0.9845463
ClassI_LTR_Gypsy_651	2.5637415e-05	0.99997437
ClassI_LTR_Gypsy_652	8.331542e-05	0.9999167
ClassI_LTR_Gypsy_653	5.9154244e-11	1.0
ClassI_LTR_Gypsy_654	4.8255865e-12	1.0
ClassI_LTR_Gypsy_655	0.000107727334	0.99989223
ClassI_LTR_Gypsy_656	0.0008639292	0.99913615
ClassI_LTR_Gypsy_657	0.024439864	0.97556007
ClassI_LTR_Gypsy_659	5.964615e-08	0.9999999
ClassI_LTR_Gypsy_660	1.91992e-06	0.9999981
ClassI_LTR_Gypsy_661	6.6714922e-09	1.0
ClassI_LTR_Gypsy_663	1.435637e-07	0.9999999
ClassI_LTR_Gypsy_665	4.1589915e-10	1.0
ClassI_LTR_Gypsy_666	7.7672166e-07	0.99999917
ClassI_LTR_Gypsy_667	0.0006118442	0.9993881
ClassI_LTR_Gypsy_668	1.1775214e-12	1.0
ClassI_LTR_Gypsy_670	1.1183669e-06	0.9999989
ClassI_LTR_Gypsy_671	2.0455327e-07	0.99999976
ClassI_LTR_Gypsy_672	5.5780185e-07	0.9999994
ClassI_LTR_Gypsy_673	1.15504626e-07	0.9999999
ClassI_LTR_Gypsy_674	4.602737e-08	1.0
ClassI_LTR_Gypsy_676	2.2344684e-10	1.0
ClassI_LTR_Gypsy_677	1.3963518e-10	1.0
ClassI_LTR_Gypsy_678	1.6273126e-06	0.99999833
ClassI_LTR_Gypsy_680	1.00406405e-05	0.99999
ClassI_LTR_Gypsy_681	3.039898e-07	0.99999964
ClassI_LTR_Gypsy_682	6.3017214e-10	1.0
ClassI_LTR_Gypsy_683	0.0027879155	0.9972121
ClassI_LTR_Gypsy_684	2.449662e-08	1.0
ClassI_LTR_Gypsy_685	0.00027516627	0.9997248
ClassI_LTR_Gypsy_686	1.770636e-07	0.9999999
ClassI_LTR_Gypsy_689	2.3158455e-08	1.0
ClassI_LTR_Gypsy_690	1.2576997e-07	0.9999999
ClassI_LTR_Gypsy_691	6.0209304e-06	0.9999939
ClassI_LTR_Gypsy_692	1.6065593e-05	0.9999839
ClassI_LTR_Gypsy_693	1.8082305e-10	1.0
ClassI_LTR_Gypsy_695	9.308338e-07	0.99999905
ClassI_LTR_Gypsy_696	5.453706e-07	0.9999994
ClassI_LTR_Gypsy_697	6.5861674e-15	1.0
ClassI_LTR_Gypsy_698	6.0506678e-12	1.0
ClassI_LTR_Gypsy_699	0.00018137884	0.9998186
ClassI_LTR_Gypsy_700	2.3437436e-15	1.0
ClassI_LTR_Gypsy_701	2.480823e-07	0.99999976
ClassI_LTR_Gypsy_702	9.4315765e-06	0.9999906
ClassI_LTR_Gypsy_703	0.00018697267	0.999813
ClassI_LTR_Gypsy_704	8.367087e-06	0.99999166
ClassI_LTR_Gypsy_706	8.39449e-10	1.0
ClassI_LTR_Gypsy_707	2.2588338e-05	0.99997747
ClassI_LTR_Gypsy_708	2.5129524e-13	1.0
ClassI_LTR_Gypsy_709	0.0004136409	0.9995864
ClassI_LTR_Gypsy_710	0.14128034	0.85871965
ClassI_LTR_Gypsy_712	1.5313521e-08	1.0
ClassI_LTR_Gypsy_714	1.0421095e-10	1.0
ClassI_LTR_Gypsy_716	4.091236e-09	1.0
ClassI_LTR_Gypsy_720	1.8352655e-07	0.99999976
ClassI_LTR_Gypsy_721	8.0061574e-05	0.9999199
ClassI_LTR_Gypsy_723	2.9207612e-11	1.0
ClassI_LTR_Gypsy_724	5.781351e-10	1.0
ClassI_LTR_Gypsy_725	9.479032e-12	1.0
ClassI_LTR_Gypsy_726	4.2644178e-08	1.0
ClassI_LTR_Gypsy_727	4.566951e-09	1.0
ClassI_LTR_Gypsy_728	7.471479e-05	0.99992526
ClassI_LTR_Gypsy_729	5.2540523e-05	0.9999474
ClassI_LTR_Gypsy_730	0.0011796537	0.99882036
ClassI_LTR_Gypsy_731	0.00017048529	0.99982953
ClassI_LTR_Gypsy_732	0.052467763	0.94753224
ClassI_LTR_Gypsy_734	2.2068878e-09	1.0
ClassI_LTR_Gypsy_735	4.60574e-08	1.0
ClassI_LTR_Gypsy_737	6.2938634e-05	0.99993706
ClassI_LTR_Gypsy_738	2.4744008e-07	0.99999976
ClassI_LTR_Gypsy_740	8.8777097e-07	0.99999917
ClassI_LTR_Gypsy_742	0.0006151968	0.99938476
ClassI_LTR_Gypsy_743	2.4099533e-09	1.0
ClassI_LTR_Gypsy_744	2.7122946e-06	0.99999726
ClassI_LTR_Gypsy_745	0.01423886	0.9857611
ClassI_LTR_Gypsy_746	7.203395e-06	0.99999285
ClassI_LTR_Gypsy_747	1.372881e-08	1.0
ClassI_LTR_Gypsy_748	9.942266e-05	0.9999006
ClassI_LTR_Gypsy_749	2.3434632e-10	1.0
ClassI_LTR_Gypsy_750	1.274966e-12	1.0
ClassI_LTR_Gypsy_751	1.089925e-06	0.9999989
ClassI_LTR_Gypsy_752	3.3924604e-08	1.0
ClassI_LTR_Gypsy_753	0.00037848	0.9996215
ClassI_LTR_Gypsy_754	6.7171027e-07	0.9999993
ClassI_LTR_Gypsy_755	9.622316e-09	1.0
ClassI_LTR_Gypsy_756	2.7560878e-09	1.0
ClassI_LTR_Gypsy_757	2.1712383e-05	0.9999783
ClassI_LTR_Gypsy_758	0.005045572	0.9949544
ClassI_LTR_Gypsy_759	2.6327894e-12	1.0
ClassI_LTR_Gypsy_762	3.0162815e-07	0.99999964
ClassI_LTR_Gypsy_763	0.00019375722	0.9998062
ClassI_LTR_Gypsy_764	6.250159e-07	0.9999994
ClassI_LTR_Gypsy_766	3.150777e-05	0.9999685
ClassI_LTR_Gypsy_767	2.073821e-08	1.0
ClassI_LTR_Gypsy_768	1.7811445e-06	0.9999982
ClassI_LTR_Gypsy_769	1.4939137e-05	0.9999851
ClassI_LTR_Gypsy_770	9.5001695e-07	0.99999905
ClassI_LTR_Gypsy_771	1.1646022e-06	0.9999988
ClassI_LTR_Gypsy_773	4.2421565e-12	1.0
ClassI_LTR_Gypsy_775	1.9074805e-06	0.9999981
ClassI_LTR_Gypsy_776	3.057449e-06	0.9999969
ClassI_LTR_Gypsy_777	6.358158e-08	0.9999999
ClassI_LTR_Gypsy_778	1.1780724e-07	0.9999999
ClassI_LTR_Gypsy_779	0.005783297	0.9942167
ClassI_LTR_Gypsy_780	1.3633166e-07	0.9999999
ClassI_LTR_Gypsy_781	4.2105235e-05	0.9999579
ClassI_LTR_Gypsy_782	0.0019631214	0.9980369
ClassI_LTR_Gypsy_783	1.7944167e-05	0.999982
ClassI_LTR_Gypsy_784	0.044809353	0.9551906
ClassI_LTR_Gypsy_785	3.983766e-06	0.99999607
ClassI_LTR_Gypsy_786	0.0006966006	0.99930334
ClassI_LTR_Gypsy_787	0.00015036337	0.99984956
ClassI_LTR_Gypsy_788	2.0842269e-11	1.0
ClassI_LTR_Gypsy_789	2.4373276e-10	1.0
ClassI_LTR_Gypsy_792	1.0154375e-08	1.0
ClassI_LTR_Gypsy_793	7.833178e-08	0.9999999
ClassI_LTR_Gypsy_795	6.195461e-10	1.0
ClassI_LTR_Gypsy_796	1.9722734e-07	0.99999976
ClassI_LTR_Gypsy_797	9.4758324e-12	1.0
ClassI_LTR_Gypsy_798	0.0011139739	0.99888605
ClassI_LTR_Gypsy_799	8.5839724e-11	1.0
ClassI_LTR_Gypsy_800	1.5423201e-06	0.99999845
ClassI_LTR_Gypsy_801	1.191317e-09	1.0
ClassI_LTR_Gypsy_802	1.3330513e-10	1.0
ClassI_LTR_Gypsy_803	1.4962492e-08	1.0
ClassI_LTR_Gypsy_804	1.1809694e-06	0.9999988
ClassI_LTR_Gypsy_805	6.439892e-09	1.0
ClassI_LTR_Gypsy_807	0.010671428	0.98932856
ClassI_LTR_Gypsy_808	4.0037695e-10	1.0
ClassI_LTR_Gypsy_809	0.00014020284	0.9998598
ClassI_LTR_Gypsy_810	4.2721003e-13	1.0
ClassI_LTR_Gypsy_812	5.3686956e-05	0.99994636
ClassI_LTR_Gypsy_813	1.2285933e-11	1.0
ClassI_LTR_Gypsy_814	4.7420053e-06	0.99999523
ClassI_LTR_Gypsy_815	0.00033783543	0.99966216
ClassI_LTR_Gypsy_817	8.6242163e-10	1.0
ClassI_LTR_Gypsy_818	2.8307086e-05	0.99997175
ClassI_LTR_Gypsy_819	1.8502384e-07	0.99999976
ClassI_LTR_Gypsy_820	2.1052341e-07	0.99999976
ClassI_LTR_Gypsy_821	1.3863094e-07	0.9999999
ClassI_LTR_Gypsy_822	1.6972089e-06	0.99999833
ClassI_LTR_Gypsy_823	2.6809838e-10	1.0
ClassI_LTR_Gypsy_824	2.688225e-07	0.99999976
ClassI_LTR_Gypsy_827	1.2262057e-05	0.9999877
ClassI_LTR_Gypsy_828	0.08698166	0.91301835
ClassI_LTR_Gypsy_829	1.1348482e-08	1.0
ClassI_LTR_Gypsy_830	1.1569077e-10	1.0
ClassI_LTR_Gypsy_832	0.00024339942	0.99975663
ClassI_LTR_Gypsy_833	6.70212e-15	1.0
ClassI_LTR_Gypsy_834	0.0034822193	0.9965178
ClassI_LTR_Gypsy_835	0.010817152	0.9891829
ClassI_LTR_Gypsy_836	2.2002077e-06	0.99999785
