TE_name	ClassI	ClassII	ClassIII
ClassI_LTR_Gypsy_382	0.86571795	0.13426803	1.4072324e-05
ClassI_LTR_Gypsy_383	0.99989104	0.0001089425	1.6445456e-09
ClassI_LTR_Gypsy_384	1.0	2.4810656e-14	3.2177074e-18
ClassI_LTR_Gypsy_385	1.0	1.0421129e-11	2.77467e-09
ClassI_LTR_Gypsy_386	0.9999944	5.609815e-06	1.8968156e-12
ClassI_LTR_Gypsy_387	0.7244177	0.27558154	7.5053515e-07
ClassI_LTR_Gypsy_388	0.29803377	0.70190954	5.6642682e-05
ClassI_LTR_Gypsy_389	0.99999154	8.473994e-06	9.591057e-11
ClassI_LTR_Gypsy_390	1.0	1.5444848e-19	1.4660704e-26
ClassI_LTR_Gypsy_391	0.99999666	3.2798223e-06	4.8182955e-12
ClassI_LTR_Gypsy_392	0.99902356	0.0009764034	3.3609506e-09
ClassI_LTR_Gypsy_393	0.9999523	4.7657824e-05	4.5925623e-09
ClassI_LTR_Gypsy_394	1.0	2.6925012e-12	9.923098e-14
ClassI_LTR_Gypsy_395	0.9991435	0.0008565452	4.2096964e-08
ClassI_LTR_Gypsy_396	1.0	2.9979237e-14	1.0822914e-19
ClassI_LTR_Gypsy_397	1.0	1.3393846e-10	2.2507318e-17
ClassI_LTR_Gypsy_398	0.99999654	3.4385976e-06	3.6522623e-09
ClassI_LTR_Gypsy_399	0.94753534	0.052464634	1.1480735e-08
ClassI_LTR_Gypsy_400	0.9999292	7.018305e-05	6.0546876e-07
ClassI_LTR_Gypsy_401	0.99998975	1.0192572e-05	8.996691e-11
ClassI_LTR_Gypsy_402	0.9998698	0.00013019225	1.9475408e-09
ClassI_LTR_Gypsy_403	0.80104244	0.1988497	0.00010783131
ClassI_LTR_Gypsy_404	0.72845954	0.26448268	0.007057762
ClassI_LTR_Gypsy_405	0.8929091	0.10708907	1.8536579e-06
ClassI_LTR_Gypsy_406	1.0	5.6388155e-10	8.0021856e-17
ClassI_LTR_Gypsy_407	0.9544801	0.045519654	2.4335327e-07
ClassI_LTR_Gypsy_408	0.88972497	0.110274866	1.6681442e-07
ClassI_LTR_Gypsy_409	0.9047965	0.09520296	5.509256e-07
ClassI_LTR_Gypsy_410	0.73025054	0.26974937	9.816884e-08
ClassI_LTR_Gypsy_411	0.9953732	0.00462677	1.673658e-08
ClassI_LTR_Gypsy_412	1.0	7.582111e-14	1.5309989e-19
ClassI_LTR_Gypsy_413	0.97930896	0.020690328	6.910936e-07
ClassI_LTR_Gypsy_414	0.9999838	1.4785602e-05	1.4519666e-06
ClassI_LTR_Gypsy_415	1.0	2.7366304e-11	1.3092156e-15
ClassI_LTR_Gypsy_416	0.99999845	1.5758159e-06	2.3880637e-13
ClassI_LTR_Gypsy_417	1.0	3.6924805e-09	1.1398037e-14
ClassI_LTR_Gypsy_418	0.90620536	0.09043931	0.0033552998
ClassI_LTR_Gypsy_419	0.998904	0.0010958296	1.2571509e-07
ClassI_LTR_Gypsy_420	0.7301843	0.2693297	0.00048593813
ClassI_LTR_Gypsy_421	1.0	5.8612436e-08	6.5162387e-09
ClassI_LTR_Gypsy_422	0.99997437	2.5587487e-05	3.8462584e-14
ClassI_LTR_Gypsy_423	0.9999989	4.6782404e-11	1.1119096e-06
ClassI_LTR_Gypsy_424	0.18260762	0.8173906	1.7061358e-06
ClassI_LTR_Gypsy_425	1.0	2.7521775e-18	2.0384418e-21
ClassI_LTR_Gypsy_426	0.923091	0.07690869	3.6840044e-07
ClassI_LTR_Gypsy_427	0.9899318	0.0100681875	1.0288164e-08
ClassI_LTR_Gypsy_428	0.9894985	0.010501341	7.472862e-08
ClassI_LTR_Gypsy_429	1.0	2.9185023e-17	9.212689e-21
ClassI_LTR_Gypsy_430	0.96104	0.03895998	3.2592626e-09
ClassI_LTR_Gypsy_431	0.9872383	0.012761747	2.5630007e-09
ClassI_LTR_Gypsy_432	0.9688863	0.03108984	2.3786186e-05
ClassI_LTR_Gypsy_433	1.0	2.0182064e-08	2.346271e-11
ClassI_LTR_Gypsy_434	0.13632084	0.8635682	0.00011096992
ClassI_LTR_Gypsy_435	0.99999905	9.962257e-07	5.0008186e-10
ClassI_LTR_Gypsy_436	1.0	7.943097e-16	7.9029094e-21
ClassI_LTR_Gypsy_437	1.0	2.884588e-10	1.05791725e-13
ClassI_LTR_Gypsy_438	0.18521313	0.81478554	1.3573301e-06
ClassI_LTR_Gypsy_439	0.90985775	0.09014196	3.667763e-07
ClassI_LTR_Gypsy_440	1.0	3.061035e-08	5.6169433e-16
ClassI_LTR_Gypsy_441	0.71110636	0.2886505	0.0002430978
ClassI_LTR_Gypsy_442	0.9121419	0.08767546	0.00018262306
ClassI_LTR_Gypsy_443	0.004354821	0.8510436	0.14460158
ClassI_LTR_Gypsy_444	1.0	4.6171607e-14	1.5690036e-20
ClassI_LTR_Gypsy_445	1.0	7.96152e-10	1.1568838e-13
ClassI_LTR_Gypsy_446	1.0	1.9752111e-08	6.342826e-15
ClassI_LTR_Gypsy_447	0.9999902	9.40906e-06	3.6593136e-07
ClassI_LTR_Gypsy_448	0.9988166	0.0011833649	5.159249e-08
ClassI_LTR_Gypsy_449	0.99999547	1.0541601e-09	4.503875e-06
ClassI_LTR_Gypsy_450	1.0	1.4959696e-08	6.2569338e-12
ClassI_LTR_Gypsy_451	0.6337147	0.3660324	0.00025289282
ClassI_LTR_Gypsy_452	1.0	3.9969215e-08	4.0188707e-11
ClassI_LTR_Gypsy_453	0.9994179	0.0005814736	6.201875e-07
ClassI_LTR_Gypsy_454	1.0	5.7621577e-08	3.176479e-11
ClassI_LTR_Gypsy_455	1.0	7.286147e-12	5.1694606e-16
ClassI_LTR_Gypsy_456	0.999003	0.0009970323	4.8841464e-08
ClassI_LTR_Gypsy_457	1.0	1.1804511e-09	8.181257e-13
ClassI_LTR_Gypsy_458	1.0	6.3736176e-11	4.1178766e-13
ClassI_LTR_Gypsy_459	0.96211404	0.037807718	7.826363e-05
ClassI_LTR_Gypsy_460	0.832495	0.1674045	0.000100525365
ClassI_LTR_Gypsy_461	0.99982375	0.00017631256	1.4803571e-08
ClassI_LTR_Gypsy_462	0.828848	0.17115195	7.5603204e-08
ClassI_LTR_Gypsy_463	0.98192906	0.018060042	1.0843684e-05
ClassI_LTR_Gypsy_464	1.0	5.4630306e-19	1.5485309e-20
ClassI_LTR_Gypsy_465	0.999997	2.9221305e-06	4.6460657e-12
ClassI_LTR_Gypsy_466	0.19777179	0.8022265	1.6922229e-06
ClassI_LTR_Gypsy_467	0.9991867	0.0007572256	5.607891e-05
ClassI_LTR_Gypsy_468	0.0075661642	0.98557436	0.0068594553
ClassI_LTR_Gypsy_469	0.99999905	9.390017e-07	3.8804138e-13
ClassI_LTR_Gypsy_470	0.9983315	0.0016685813	1.924833e-08
ClassI_LTR_Gypsy_471	0.9145618	0.08543779	4.3720328e-07
ClassI_LTR_Gypsy_472	1.0	1.1189809e-09	4.3447638e-11
ClassI_LTR_Gypsy_473	0.9998246	0.00017542062	1.2855248e-08
ClassI_LTR_Gypsy_474	0.99999964	3.814341e-07	7.8529327e-13
ClassI_LTR_Gypsy_475	1.0	3.169817e-10	8.999614e-15
ClassI_LTR_Gypsy_476	0.99938035	0.0005258803	9.370222e-05
ClassI_LTR_Gypsy_477	0.77784044	0.22208895	7.059087e-05
ClassI_LTR_Gypsy_478	0.99947697	0.0005228812	1.3909995e-07
ClassI_LTR_Gypsy_479	0.9748887	0.025090035	2.1307691e-05
ClassI_LTR_Gypsy_480	1.0	2.287401e-21	1.7072586e-23
ClassI_LTR_Gypsy_481	0.9999994	6.3700054e-07	4.9776605e-09
ClassI_LTR_Gypsy_482	0.9999999	1.07096255e-07	1.1085439e-13
ClassI_LTR_Gypsy_483	0.9999999	9.0622066e-08	5.382013e-13
ClassI_LTR_Gypsy_484	0.99984384	0.0001561252	5.3338767e-11
ClassI_LTR_Gypsy_485	0.9955533	0.0044463812	2.4921462e-07
ClassI_LTR_Gypsy_486	0.99779236	0.0022074978	1.01498934e-07
ClassI_LTR_Gypsy_487	1.0	1.4861189e-11	1.3074036e-12
ClassI_LTR_Gypsy_488	0.005131251	0.99081695	0.004051838
ClassI_LTR_Gypsy_489	1.0	1.8059405e-19	1.7429417e-19
ClassI_LTR_Gypsy_490	0.9970618	0.0029381963	3.5108982e-10
ClassI_LTR_Gypsy_491	1.0	3.5573642e-08	1.3642532e-09
ClassI_LTR_Gypsy_492	0.9999895	1.04412175e-05	5.921588e-09
ClassI_LTR_Gypsy_493	1.0	5.1227767e-13	3.8343814e-10
ClassI_LTR_Gypsy_494	1.0	1.4413246e-11	2.0239137e-21
ClassI_LTR_Gypsy_495	0.99996984	3.0171555e-05	9.3215144e-11
ClassI_LTR_Gypsy_496	0.9999999	1.0048393e-07	4.250045e-08
ClassI_LTR_Gypsy_497	0.5286287	0.47136948	1.851762e-06
ClassI_LTR_Gypsy_498	1.0	1.8895044e-11	2.4261144e-16
ClassI_LTR_Gypsy_499	0.99999106	8.996254e-06	6.9872913e-10
ClassI_LTR_Gypsy_500	0.9999894	1.0573445e-05	1.3221166e-09
ClassI_LTR_Gypsy_501	0.006480992	0.99351716	1.8950532e-06
ClassI_LTR_Gypsy_502	1.0	1.3556318e-08	1.8261477e-12
ClassI_LTR_Gypsy_503	0.94099677	0.05900322	1.5565621e-09
ClassI_LTR_Gypsy_504	0.05860642	0.94139344	8.434576e-08
ClassI_LTR_Gypsy_505	0.9999969	2.9866148e-06	6.300291e-08
ClassI_LTR_Gypsy_506	0.99749076	0.0025038486	5.4055695e-06
ClassI_LTR_Gypsy_507	0.9997125	0.0002874405	3.430453e-13
ClassI_LTR_Gypsy_508	0.9999391	6.0954364e-05	4.360898e-10
ClassI_LTR_Gypsy_509	0.98448455	0.015515213	2.7209887e-07
ClassI_LTR_Gypsy_510	0.0037738832	0.9957975	0.0004287101
ClassI_LTR_Gypsy_511	0.99988294	0.00011708023	6.292306e-12
ClassI_LTR_Gypsy_512	1.0	3.600818e-10	2.1670287e-12
ClassI_LTR_Gypsy_513	1.0	2.2751934e-08	2.9811895e-13
ClassI_LTR_Gypsy_514	0.99984896	0.00015045967	5.932371e-07
ClassI_LTR_Gypsy_515	1.0	9.723752e-13	9.43151e-16
ClassI_LTR_Gypsy_516	0.00027682216	0.9997174	5.735418e-06
ClassI_LTR_Gypsy_517	1.0	6.0825195e-13	1.562763e-18
ClassI_LTR_Gypsy_518	1.0	8.89947e-14	3.1213647e-17
ClassI_LTR_Gypsy_519	1.0	5.0383782e-23	2.3280108e-27
ClassI_LTR_Gypsy_520	1.0	5.7945846e-11	7.330488e-16
ClassI_LTR_Gypsy_521	1.0	2.3603732e-08	2.1525982e-12
ClassI_LTR_Gypsy_522	1.0	1.8919595e-08	7.8306305e-14
ClassI_LTR_Gypsy_523	1.0	2.6061572e-10	1.7110454e-17
ClassI_LTR_Gypsy_524	0.21115822	0.78720313	0.0016386611
ClassI_LTR_Gypsy_525	0.9999753	2.4479543e-05	1.8535911e-07
ClassI_LTR_Gypsy_526	0.9173404	0.08265955	1.5232753e-07
ClassI_LTR_Gypsy_527	0.999014	0.0009821492	3.8425214e-06
ClassI_LTR_Gypsy_528	0.4403081	0.55966	3.1919222e-05
ClassI_LTR_Gypsy_529	1.0	1.2893248e-10	2.3599911e-15
ClassI_LTR_Gypsy_530	0.9996809	0.00030902447	1.0132464e-05
ClassI_LTR_Gypsy_531	0.9858505	0.01414324	6.268804e-06
ClassI_LTR_Gypsy_532	1.0	7.388966e-09	1.9169987e-11
ClassI_LTR_Gypsy_533	0.005128669	0.9943845	0.00048684105
ClassI_LTR_Gypsy_534	0.25001383	0.7465311	0.003455121
ClassI_LTR_Gypsy_535	1.0	1.073366e-10	5.589339e-12
ClassI_LTR_Gypsy_536	0.99999976	2.1724593e-07	6.2381583e-10
ClassI_LTR_Gypsy_537	0.8598863	0.13547179	0.004641922
ClassI_LTR_Gypsy_538	0.9999999	1.1749375e-07	3.4595846e-10
ClassI_LTR_Gypsy_539	1.0	1.4832883e-13	2.662423e-15
ClassI_LTR_Gypsy_540	0.99998033	4.094362e-06	1.5562315e-05
ClassI_LTR_Gypsy_541	1.0	5.459912e-09	1.1509464e-12
ClassI_LTR_Gypsy_542	1.0	2.2058059e-13	6.704962e-14
ClassI_LTR_Gypsy_543	0.9023355	0.09766248	2.0893012e-06
ClassI_LTR_Gypsy_544	1.0	1.9079888e-22	3.5205326e-25
ClassI_LTR_Gypsy_545	0.99999976	2.1817297e-07	8.616885e-09
ClassI_LTR_Gypsy_546	0.7423945	0.25760484	6.8807674e-07
ClassI_LTR_Gypsy_547	0.9999043	9.572359e-05	4.028053e-12
ClassI_LTR_Gypsy_548	0.9999796	2.043489e-05	5.17034e-09
ClassI_LTR_Gypsy_549	0.027827883	0.97173846	0.00043366523
ClassI_LTR_Gypsy_550	0.99654406	0.0034559516	4.155243e-09
ClassI_LTR_Gypsy_551	0.069907494	0.9295256	0.0005669426
ClassI_LTR_Gypsy_552	1.0	2.4060298e-10	4.0009388e-13
ClassI_LTR_Gypsy_553	0.97148097	0.028446142	7.2814e-05
ClassI_LTR_Gypsy_554	0.99662113	0.0033783328	4.5642253e-07
ClassI_LTR_Gypsy_555	0.99999654	3.42948e-06	4.391425e-13
ClassI_LTR_Gypsy_556	0.9998159	0.00017876466	5.4125762e-06
ClassI_LTR_Gypsy_557	0.89843774	0.10152932	3.2994732e-05
ClassI_LTR_Gypsy_558	1.0	4.8965717e-15	1.247567e-15
ClassI_LTR_Gypsy_559	0.99228877	0.0076933578	1.7825094e-05
ClassI_LTR_Gypsy_560	1.0	1.0578266e-09	1.4083008e-16
ClassI_LTR_Gypsy_561	0.9620924	0.037794773	0.00011269935
ClassI_LTR_Gypsy_562	1.0	7.440781e-10	2.2754386e-10
ClassI_LTR_Gypsy_563	0.96563196	0.03436784	2.791542e-07
ClassI_LTR_Gypsy_564	0.9975768	0.002412557	1.0659871e-05
ClassI_LTR_Gypsy_565	0.96242833	0.03757096	6.64587e-07
ClassI_LTR_Gypsy_566	0.9993389	0.00066107215	5.464114e-09
ClassI_LTR_Gypsy_567	1.0	2.848345e-14	5.9012222e-12
ClassI_LTR_Gypsy_568	0.9977876	0.0022123673	8.594708e-09
ClassI_LTR_Gypsy_569	0.16629252	0.8336974	1.0110336e-05
ClassI_LTR_Gypsy_570	0.2843922	0.71540797	0.00019982534
ClassI_LTR_Gypsy_571	1.0	6.3887042e-09	2.5035516e-13
ClassI_LTR_Gypsy_572	0.85493207	0.1450124	5.556674e-05
ClassI_LTR_Gypsy_573	0.9940001	0.0059999465	9.151359e-09
ClassI_LTR_Gypsy_574	0.9999937	2.2883073e-06	4.106449e-06
ClassI_LTR_Gypsy_575	0.7830689	0.21693109	3.920051e-08
ClassI_LTR_Gypsy_576	0.96896464	0.03101724	1.8105464e-05
ClassI_LTR_Gypsy_577	0.9995529	0.0004426676	4.3880527e-06
ClassI_LTR_Gypsy_578	0.9998117	0.00018828761	1.2330667e-10
ClassI_LTR_Gypsy_579	1.0	2.87157e-08	6.9502325e-13
ClassI_LTR_Gypsy_580	1.0	3.0701388e-12	1.2999822e-14
ClassI_LTR_Gypsy_581	0.95907784	0.040864356	5.775829e-05
ClassI_LTR_Gypsy_582	0.99999607	3.954103e-06	3.4601374e-11
ClassI_LTR_Gypsy_583	0.99190134	4.1345837e-05	0.008057258
ClassI_LTR_Gypsy_584	0.99646497	0.0035334823	1.4962889e-06
ClassI_LTR_Gypsy_585	0.09006026	0.9099204	1.9331243e-05
ClassI_LTR_Gypsy_586	0.99999905	9.0201183e-07	5.543561e-09
ClassI_LTR_Gypsy_587	0.99999726	2.7460494e-06	4.7041926e-10
ClassI_LTR_Gypsy_588	1.0	2.2031233e-13	1.5062628e-19
ClassI_LTR_Gypsy_589	1.0	3.991653e-14	3.926224e-14
ClassI_LTR_Gypsy_590	0.03407743	0.9658812	4.128216e-05
ClassI_LTR_Gypsy_591	1.0	3.9742317e-11	5.910101e-11
ClassI_LTR_Gypsy_592	0.944281	0.055680484	3.851762e-05
ClassI_LTR_Gypsy_593	0.76161087	0.23836157	2.7641752e-05
ClassI_LTR_Gypsy_594	1.0	2.4857633e-11	6.4192374e-10
ClassI_LTR_Gypsy_595	0.6579465	0.34168103	0.00037251343
ClassI_LTR_Gypsy_596	0.99737847	0.0026214756	1.3296346e-07
ClassI_LTR_Gypsy_597	0.9480654	0.051883895	5.061182e-05
ClassI_LTR_Gypsy_598	0.943255	0.05674449	5.848525e-07
ClassI_LTR_Gypsy_599	0.95276946	0.04722906	1.4278406e-06
ClassI_LTR_Gypsy_600	0.99999964	3.185907e-07	7.15847e-10
ClassI_LTR_Gypsy_601	0.9999999	9.87048e-08	7.5027896e-13
ClassI_LTR_Gypsy_602	0.99462306	0.00537696	5.2021058e-08
ClassI_LTR_Gypsy_603	1.0	7.388419e-12	4.4178973e-16
ClassI_LTR_Gypsy_604	1.0	6.460945e-16	3.2478608e-17
ClassI_LTR_Gypsy_605	0.54351836	0.45635554	0.00012610789
ClassI_LTR_Gypsy_606	0.99940157	0.00059843203	1.9182914e-10
ClassI_LTR_Gypsy_607	1.0	2.0712465e-09	1.907864e-12
ClassI_LTR_Gypsy_608	0.99188364	0.008116258	1.2494301e-07
ClassI_LTR_Gypsy_609	1.0	6.4478445e-09	3.8332698e-10
ClassI_LTR_Gypsy_610	0.9999516	4.7925147e-05	4.626121e-07
ClassI_LTR_Gypsy_611	0.9997403	0.00025946848	2.065025e-07
ClassI_LTR_Gypsy_612	1.0	2.0596586e-18	1.6412577e-18
ClassI_LTR_Gypsy_613	0.9998276	0.00017235547	9.852844e-09
ClassI_LTR_Gypsy_614	1.0	1.7058126e-09	4.470697e-13
ClassI_LTR_Gypsy_615	1.0	4.519572e-11	1.6964879e-16
ClassI_LTR_Gypsy_616	0.99979645	0.0002035331	2.2655195e-09
ClassI_LTR_Gypsy_617	1.0	5.7422117e-08	2.4139116e-15
ClassI_LTR_Gypsy_618	1.0	1.0281221e-09	1.01717564e-13
ClassI_LTR_Gypsy_619	1.0	3.387563e-17	1.3078354e-19
ClassI_LTR_Gypsy_620	1.0	2.9902292e-08	9.820117e-12
ClassI_LTR_Gypsy_621	0.98917246	0.010827402	1.0698057e-07
ClassI_LTR_Gypsy_622	0.8235857	0.17640574	8.497189e-06
ClassI_LTR_Gypsy_623	0.9956209	0.004338691	4.0324816e-05
ClassI_LTR_Gypsy_624	0.9569406	0.042718027	0.00034142003
ClassI_LTR_Gypsy_625	1.0	7.393712e-14	1.32984164e-17
ClassI_LTR_Gypsy_626	0.9999995	5.2400594e-07	2.3947668e-13
ClassI_LTR_Gypsy_627	0.9821958	0.017804222	3.46902e-08
ClassI_LTR_Gypsy_628	0.7442994	0.25569952	1.0543646e-06
ClassI_LTR_Gypsy_629	1.0	5.992458e-13	5.9037574e-15
ClassI_LTR_Gypsy_630	1.0	2.8825171e-12	2.520443e-15
ClassI_LTR_Gypsy_631	0.99996316	3.6855727e-05	6.1117145e-10
ClassI_LTR_Gypsy_632	0.000709705	0.99874926	0.0005409995
ClassI_LTR_Gypsy_633	1.0	4.540217e-13	4.295638e-14
ClassI_LTR_Gypsy_634	0.5705581	0.4293846	5.74022e-05
ClassI_LTR_Gypsy_635	0.9771559	0.022844035	8.589782e-09
ClassI_LTR_Gypsy_636	1.0	9.977156e-20	6.4273878e-24
ClassI_LTR_Gypsy_637	1.0	3.9498171e-10	2.4015238e-13
ClassI_LTR_Gypsy_638	1.0	2.237552e-10	4.2210142e-14
ClassI_LTR_Gypsy_639	1.0	5.356481e-10	2.8665866e-18
ClassI_LTR_Gypsy_640	0.22630803	0.73331535	0.040376525
ClassI_LTR_Gypsy_641	1.0	1.2101041e-11	6.0799824e-12
ClassI_LTR_Gypsy_642	1.0	3.7019153e-13	3.3807654e-10
ClassI_LTR_Gypsy_643	1.0	1.2651411e-15	5.587584e-22
ClassI_LTR_Gypsy_644	0.99251646	0.007483602	2.4912099e-08
ClassI_LTR_Gypsy_645	0.8905924	0.10940744	2.080107e-07
ClassI_LTR_Gypsy_646	1.0	2.9597817e-11	1.2287333e-12
ClassI_LTR_Gypsy_647	0.9999846	1.5390362e-05	1.796864e-10
ClassI_LTR_Gypsy_648	1.0	1.1373758e-14	6.230709e-16
ClassI_LTR_Gypsy_649	0.9992836	0.000716415	1.4114325e-11
ClassI_LTR_Gypsy_650	0.99540484	0.0045951065	1.7251247e-07
ClassI_LTR_Gypsy_651	0.9999578	4.2165102e-05	4.9637886e-14
ClassI_LTR_Gypsy_652	0.9892687	0.010731213	8.807606e-08
ClassI_LTR_Gypsy_653	0.99999774	2.2144864e-06	8.410775e-09
ClassI_LTR_Gypsy_654	0.99999666	3.327414e-06	3.154028e-11
ClassI_LTR_Gypsy_655	0.9894872	0.010512714	1.70362e-07
ClassI_LTR_Gypsy_656	0.99999976	2.1786857e-07	1.2170201e-11
ClassI_LTR_Gypsy_657	0.97761494	0.022384733	3.152192e-07
ClassI_LTR_Gypsy_658	0.0045142365	0.99522036	0.00026536803
ClassI_LTR_Gypsy_659	0.9999976	2.4124831e-06	2.0151693e-13
ClassI_LTR_Gypsy_660	0.99975187	0.00024817357	1.2160427e-08
ClassI_LTR_Gypsy_661	0.9955753	0.004424669	1.5317115e-08
ClassI_LTR_Gypsy_662	0.70670676	0.2911137	0.002179529
ClassI_LTR_Gypsy_663	0.99999976	1.9426908e-07	9.123805e-09
ClassI_LTR_Gypsy_664	1.0774189e-05	0.9999887	6.394326e-07
ClassI_LTR_Gypsy_665	0.9999368	6.3221305e-05	2.0822358e-11
ClassI_LTR_Gypsy_666	0.99903905	0.00096095924	4.10888e-08
ClassI_LTR_Gypsy_667	0.99999917	8.444568e-07	1.0226242e-08
ClassI_LTR_Gypsy_668	1.0	4.2531065e-10	1.5925045e-10
ClassI_LTR_Gypsy_669	0.9912956	0.008624615	7.976762e-05
ClassI_LTR_Gypsy_670	1.0	4.9705146e-11	1.1568595e-17
ClassI_LTR_Gypsy_671	0.9999931	6.937859e-06	2.2252516e-08
ClassI_LTR_Gypsy_672	1.0	1.5365802e-12	1.7828612e-13
ClassI_LTR_Gypsy_673	0.99999654	3.4040218e-06	1.1677608e-09
ClassI_LTR_Gypsy_674	1.0	9.857668e-12	2.1038774e-15
ClassI_LTR_Gypsy_675	0.23687622	0.7611377	0.0019860386
ClassI_LTR_Gypsy_676	1.0	1.6401627e-10	4.2776449e-13
ClassI_LTR_Gypsy_677	1.0	2.4511508e-21	4.1951057e-29
ClassI_LTR_Gypsy_678	0.9999968	3.246212e-06	6.3681625e-12
ClassI_LTR_Gypsy_679	0.1644371	0.83555967	3.1881336e-06
ClassI_LTR_Gypsy_680	1.0	7.1895953e-12	3.0490452e-18
ClassI_LTR_Gypsy_681	0.99999464	5.418249e-06	8.096379e-09
ClassI_LTR_Gypsy_682	1.0	1.0637244e-09	1.0599538e-12
ClassI_LTR_Gypsy_683	0.9997938	0.00020619802	2.2217571e-10
ClassI_LTR_Gypsy_684	1.0	3.802217e-12	8.506711e-12
ClassI_LTR_Gypsy_685	0.9991235	0.000876524	3.0463704e-12
ClassI_LTR_Gypsy_686	0.99998724	1.2781439e-05	6.297117e-12
ClassI_LTR_Gypsy_687	0.009303507	0.98877627	0.0019202937
ClassI_LTR_Gypsy_688	0.0014036759	0.9985952	1.1615598e-06
ClassI_LTR_Gypsy_689	0.99998295	1.7099648e-05	2.4014212e-11
ClassI_LTR_Gypsy_690	0.9998939	0.000106093874	8.922793e-11
ClassI_LTR_Gypsy_691	0.999814	0.0001860215	2.384266e-12
ClassI_LTR_Gypsy_692	0.9964671	0.0035328362	1.6960221e-10
ClassI_LTR_Gypsy_693	1.0	1.1352182e-12	1.5782688e-09
ClassI_LTR_Gypsy_694	0.30036658	0.6996331	3.4120646e-07
ClassI_LTR_Gypsy_695	1.0	2.369009e-09	4.3940984e-12
ClassI_LTR_Gypsy_696	0.99984837	0.00015158067	4.1450303e-08
ClassI_LTR_Gypsy_697	1.0	4.6329472e-12	2.5386416e-15
ClassI_LTR_Gypsy_698	1.0	6.4676484e-17	2.580495e-18
ClassI_LTR_Gypsy_699	0.8868056	0.111704074	0.001490397
ClassI_LTR_Gypsy_700	1.0	3.0763976e-13	8.704369e-13
ClassI_LTR_Gypsy_701	0.9996214	0.00037837785	2.033117e-07
ClassI_LTR_Gypsy_702	0.999008	0.00094039564	5.17135e-05
ClassI_LTR_Gypsy_703	0.9949527	0.0050474037	4.7057696e-09
ClassI_LTR_Gypsy_704	0.82055855	0.17944144	7.158853e-09
ClassI_LTR_Gypsy_705	0.25426698	0.74485433	0.0008786892
ClassI_LTR_Gypsy_706	0.99236476	0.007629469	5.815904e-06
ClassI_LTR_Gypsy_707	0.9996507	0.0003492714	7.436522e-10
ClassI_LTR_Gypsy_708	1.0	5.971646e-13	1.1873322e-19
ClassI_LTR_Gypsy_709	1.0	5.935057e-14	3.948748e-21
ClassI_LTR_Gypsy_710	0.99889356	0.0011063794	8.670483e-08
ClassI_LTR_Gypsy_711	0.011591727	0.98840815	7.098439e-08
ClassI_LTR_Gypsy_712	1.0	5.226882e-10	4.6609174e-13
ClassI_LTR_Gypsy_713	0.004530322	0.991281	0.004188804
ClassI_LTR_Gypsy_714	1.0	3.9430893e-13	1.674336e-12
ClassI_LTR_Gypsy_715	0.75456506	0.24535608	7.876808e-05
ClassI_LTR_Gypsy_716	1.0	2.1854357e-10	2.9839144e-13
ClassI_LTR_Gypsy_717	0.21195057	0.7879992	5.0183942e-05
ClassI_LTR_Gypsy_718	0.36467606	0.6350616	0.00026223372
ClassI_LTR_Gypsy_719	0.26602122	0.7337452	0.00023352732
ClassI_LTR_Gypsy_720	1.0	2.6886525e-08	2.0579135e-12
ClassI_LTR_Gypsy_721	0.99995685	4.317391e-05	4.60596e-13
ClassI_LTR_Gypsy_722	0.62131053	0.37788883	0.0008006366
ClassI_LTR_Gypsy_723	1.0	2.346495e-18	3.859582e-23
ClassI_LTR_Gypsy_724	1.0	1.819785e-08	5.274482e-14
ClassI_LTR_Gypsy_725	1.0	1.322577e-13	6.818639e-20
ClassI_LTR_Gypsy_726	1.0	4.8366815e-08	1.7595219e-12
ClassI_LTR_Gypsy_727	0.9999999	1.3526646e-07	9.0893576e-10
ClassI_LTR_Gypsy_728	0.9899039	0.010093395	2.737717e-06
ClassI_LTR_Gypsy_729	1.0	5.3349227e-15	1.0865155e-18
ClassI_LTR_Gypsy_730	1.0	5.327069e-09	4.964493e-13
ClassI_LTR_Gypsy_731	0.97349316	0.02650689	2.9097073e-08
ClassI_LTR_Gypsy_732	1.0	7.965002e-09	3.976239e-12
ClassI_LTR_Gypsy_733	0.9699435	0.03005389	2.5368918e-06
ClassI_LTR_Gypsy_734	0.9997509	0.00024905888	4.496628e-10
ClassI_LTR_Gypsy_735	0.9996208	0.0003787027	4.5648622e-07
ClassI_LTR_Gypsy_736	0.020072859	0.9796342	0.00029290657
ClassI_LTR_Gypsy_737	0.9998248	0.00014480963	3.0418923e-05
ClassI_LTR_Gypsy_738	0.9998983	0.00010171855	2.867579e-15
ClassI_LTR_Gypsy_739	0.1901032	0.80983317	6.375729e-05
ClassI_LTR_Gypsy_740	1.0	6.3524097e-09	1.0238961e-11
ClassI_LTR_Gypsy_741	0.66125506	0.3362866	0.0024584248
ClassI_LTR_Gypsy_742	0.9322739	0.06771319	1.2921934e-05
ClassI_LTR_Gypsy_743	1.0	2.7560179e-14	3.2894425e-18
ClassI_LTR_Gypsy_744	1.0	1.3816094e-09	2.8659025e-11
ClassI_LTR_Gypsy_745	0.983336	0.016657112	6.9200337e-06
ClassI_LTR_Gypsy_746	0.99761426	0.0023848168	9.620192e-07
