TE_name	ClassII_DNA_TcMar	ClassII_DNA_hAT	ClassII_DNA_Mutator	ClassII_DNA_P	ClassII_DNA_Harbinger	ClassII_DNA_CACTA
ClassII_DNA_Mutator_1037	5.9394046e-05	2.5000365e-06	0.9990134	1.4179448e-10	0.00091308024	1.157479e-05
ClassII_DNA_Mutator_1038	0.00021325449	0.07593417	0.8995667	0.0006717012	1.9894638e-05	0.023594173
ClassII_DNA_Mutator_1039	0.0013865262	0.0057500424	0.98223466	2.1952805e-05	0.0078617	0.0027451178
ClassII_DNA_Mutator_1040	0.00036930712	0.6090289	0.3201228	0.00036317055	0.027923169	0.042192634
ClassII_DNA_Mutator_1041	1.3972803e-08	1.1012992e-08	1.0	1.6110232e-19	3.3187758e-12	1.0163491e-10
ClassI_nLTR_PLE_1051	0.36709094	0.5910632	0.00053801545	0.018128283	0.0008011381	0.022378387
ClassII_DNA_Harbinger_1055	0.0038787324	0.0009901257	0.0005113573	5.3896895e-07	0.9945951	2.42145e-05
ClassII_DNA_Harbinger_1056	0.0006757131	0.004814617	2.2995187e-05	2.0367468e-06	0.99448377	8.016906e-07
ClassII_DNA_Harbinger_1057	8.396307e-05	0.00034435082	8.7995095e-06	1.8063936e-08	0.99955493	7.840176e-06
ClassII_DNA_Harbinger_1058	2.5668048e-06	2.5005702e-06	1.7631257e-05	4.874657e-10	0.9998796	9.776548e-05
ClassII_DNA_Harbinger_1059	1.3918576e-10	0.00011470563	1.3594642e-07	5.8268675e-11	0.9998852	7.2922135e-10
ClassII_DNA_Harbinger_1061	3.92789e-05	0.0003146845	4.346445e-06	6.351562e-09	0.99964154	1.6966446e-07
ClassII_DNA_Harbinger_1062	3.2247623e-05	6.6730718e-06	1.6217498e-06	3.1410685e-10	0.99995863	8.503323e-07
ClassII_DNA_Harbinger_1063	4.531373e-05	2.1500253e-05	0.00010295556	1.286346e-09	0.9998286	1.6553242e-06
ClassII_DNA_Harbinger_1064	2.8559381e-05	5.532834e-05	2.305929e-05	1.7910126e-10	0.99989295	7.090169e-08
ClassII_DNA_Harbinger_1065	4.040088e-06	3.932324e-06	1.03246875e-05	5.023005e-10	0.9999815	1.947311e-07
ClassII_DNA_Harbinger_1066	0.0045671193	0.0026728967	0.0005444483	1.213576e-07	0.9921943	2.1000173e-05
ClassII_DNA_Harbinger_1067	9.203072e-05	9.03935e-05	2.3369852e-08	6.4762196e-09	0.9998172	3.6968967e-07
ClassII_DNA_Harbinger_1068	4.905939e-07	1.5961557e-05	1.3145034e-08	2.7940107e-11	0.99998355	2.400563e-10
ClassII_DNA_Harbinger_1069	8.197935e-08	1.6033849e-06	1.2760668e-08	9.875511e-09	0.9999931	5.207939e-06
ClassII_DNA_Harbinger_1070	0.005530505	0.0014870509	0.0013055285	1.0927235e-05	0.99103326	0.0006327816
ClassII_DNA_Harbinger_1071	5.0621373e-05	0.0063932673	0.005221567	2.6488348e-07	0.9883237	1.0653992e-05
ClassII_DNA_Harbinger_1072	0.005099552	0.0005552436	0.00019553222	2.7320507e-06	0.9939966	0.0001502349
ClassII_DNA_Harbinger_1073	2.661834e-06	2.068961e-05	1.1848896e-05	1.5042123e-09	0.9999602	4.6160185e-06
ClassII_DNA_Harbinger_1074	3.423761e-09	2.8609707e-05	6.0392795e-05	2.2477193e-08	0.9998864	2.4592038e-05
ClassII_DNA_Harbinger_1075	3.2650568e-12	7.199968e-06	8.659816e-12	3.073121e-13	0.99999285	2.1979074e-13
ClassII_DNA_Harbinger_1076	1.2546785e-06	4.6047266e-05	0.003571952	1.0160649e-06	0.9777489	0.01863087
ClassII_DNA_Harbinger_1077	7.589925e-05	5.815128e-06	7.2678324e-07	3.290886e-09	0.99991727	2.2167664e-07
ClassII_DNA_Harbinger_1078	0.0005185232	0.12662151	0.00090159726	0.0016128584	0.8700309	0.0003146504
